"Id","Price","Description","Brand","Category","DiscountPercentage","Images","MinimumOrderQuantity","Rating","Sku","Stock","Thumbnail","Title","Weight"
"66","89.99","The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.","Generic Brand","kitchen-accessories","18.73","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/1.png"",""https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/2.png"",""https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/3.png"",""https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/4.png""}","8","2.71","7CERPRRE","27","https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/thumbnail.png","Microwave Oven","8"
"67","15.99","The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.","Generic Brand","kitchen-accessories","15.21","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Mug%20Tree%20Stand/1.png"",""https://cdn.dummyjson.com/products/images/kitchen-accessories/Mug%20Tree%20Stand/2.png""}","36","4.34","T4EBCVSS","93","https://cdn.dummyjson.com/products/images/kitchen-accessories/Mug%20Tree%20Stand/thumbnail.png","Mug Tree Stand","7"
"68","24.99","The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.","Generic Brand","kitchen-accessories","6.55","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Pan/1.png""}","8","3.4","3E1WZOKX","40","https://cdn.dummyjson.com/products/images/kitchen-accessories/Pan/thumbnail.png","Pan","7"
"69","3.99","The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.","Generic Brand","kitchen-accessories","13.03","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Plate/1.png""}","2","3.07","S8T5CGBD","30","https://cdn.dummyjson.com/products/images/kitchen-accessories/Plate/thumbnail.png","Plate","8"
"70","6.99","The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.","Generic Brand","kitchen-accessories","18.24","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Red%20Tongs/1.png""}","27","3.22","BTNVE4CT","15","https://cdn.dummyjson.com/products/images/kitchen-accessories/Red%20Tongs/thumbnail.png","Red Tongs","3"
"71","39.99","The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.","Generic Brand","kitchen-accessories","4.57","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Silver%20Pot%20With%20Glass%20Cap/1.png""}","19","3.86","BSFNUA3V","37","https://cdn.dummyjson.com/products/images/kitchen-accessories/Silver%20Pot%20With%20Glass%20Cap/thumbnail.png","Silver Pot With Glass Cap","9"
"72","8.99","The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing.","Generic Brand","kitchen-accessories","7.24","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Slotted%20Turner/1.png""}","11","3.77","HCKJ62ZJ","36","https://cdn.dummyjson.com/products/images/kitchen-accessories/Slotted%20Turner/thumbnail.png","Slotted Turner","4"
"73","19.99","The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.","Generic Brand","kitchen-accessories","13.78","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Spice%20Rack/1.png""}","15","4.05","WFKJQQRD","24","https://cdn.dummyjson.com/products/images/kitchen-accessories/Spice%20Rack/thumbnail.png","Spice Rack","8"
"74","4.99","The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen.","Generic Brand","kitchen-accessories","0.93","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Spoon/1.png""}","40","3.98","PPBAZ4TS","51","https://cdn.dummyjson.com/products/images/kitchen-accessories/Spoon/thumbnail.png","Spoon","9"
"75","16.99","The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests.","Generic Brand","kitchen-accessories","9.93","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Tray/1.png""}","10","3.2","PCU0I0A1","48","https://cdn.dummyjson.com/products/images/kitchen-accessories/Tray/thumbnail.png","Tray","8"
"76","11.99","The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.","Generic Brand","kitchen-accessories","16.94","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Wooden%20Rolling%20Pin/1.png""}","1","4.99","WHUXD7N8","80","https://cdn.dummyjson.com/products/images/kitchen-accessories/Wooden%20Rolling%20Pin/thumbnail.png","Wooden Rolling Pin","7"
"77","5.99","The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.","Generic Brand","kitchen-accessories","17.09","{""https://cdn.dummyjson.com/products/images/kitchen-accessories/Yellow%20Peeler/1.png""}","45","4.41","YR9GLZ3I","86","https://cdn.dummyjson.com/products/images/kitchen-accessories/Yellow%20Peeler/thumbnail.png","Yellow Peeler","4"
"78","1999.99","The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.","Apple","laptops","9.25","{""https://cdn.dummyjson.com/products/images/laptops/Apple%20MacBook%20Pro%2014%20Inch%20Space%20Grey/1.png"",""https://cdn.dummyjson.com/products/images/laptops/Apple%20MacBook%20Pro%2014%20Inch%20Space%20Grey/2.png"",""https://cdn.dummyjson.com/products/images/laptops/Apple%20MacBook%20Pro%2014%20Inch%20Space%20Grey/3.png""}","1","3.13","QDKO6NRJ","39","https://cdn.dummyjson.com/products/images/laptops/Apple%20MacBook%20Pro%2014%20Inch%20Space%20Grey/thumbnail.png","Apple MacBook Pro 14 Inch Space Grey","4"
"79","1799.99","The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.","Asus","laptops","9.21","{""https://cdn.dummyjson.com/products/images/laptops/Asus%20Zenbook%20Pro%20Dual%20Screen%20Laptop/1.png"",""https://cdn.dummyjson.com/products/images/laptops/Asus%20Zenbook%20Pro%20Dual%20Screen%20Laptop/2.png"",""https://cdn.dummyjson.com/products/images/laptops/Asus%20Zenbook%20Pro%20Dual%20Screen%20Laptop/3.png""}","1","3.14","4A9KFMBG","38","https://cdn.dummyjson.com/products/images/laptops/Asus%20Zenbook%20Pro%20Dual%20Screen%20Laptop/thumbnail.png","Asus Zenbook Pro Dual Screen Laptop","8"
"80","1399.99","The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.","Huawei","laptops","15.25","{""https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/1.png"",""https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/2.png"",""https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/3.png""}","1","4.62","U2CBNNB0","34","https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/thumbnail.png","Huawei Matebook X Pro","9"
"81","1099.99","The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.","Lenovo","laptops","7.77","{""https://cdn.dummyjson.com/products/images/laptops/Lenovo%20Yoga%20920/1.png"",""https://cdn.dummyjson.com/products/images/laptops/Lenovo%20Yoga%20920/2.png"",""https://cdn.dummyjson.com/products/images/laptops/Lenovo%20Yoga%20920/3.png""}","1","2.98","MST9WZQY","71","https://cdn.dummyjson.com/products/images/laptops/Lenovo%20Yoga%20920/thumbnail.png","Lenovo Yoga 920","7"
"82","1499.99","The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.","Dell","laptops","11.7","{""https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/1.png"",""https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/2.png"",""https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/3.png""}","1","2.98","XBJJ446X","18","https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/thumbnail.png","New DELL XPS 13 9300 Laptop","10"
"83","29.99","The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.","Fashion Trends","mens-shirts","1.41","{""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/4.png""}","4","4.19","6RJDTVCU","44","https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/thumbnail.png","Blue & Black Check Shirt","6"
"84","24.99","The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.","Gigabyte","mens-shirts","12.6","{""https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/4.png""}","4","4.95","QA703Y60","64","https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/thumbnail.png","Gigabyte Aorus Men Tshirt","2"
"85","34.99","The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.","Classic Wear","mens-shirts","17.53","{""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/4.png""}","1","3.66","TWL7HRBB","65","https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/thumbnail.png","Man Plaid Shirt","1"
"86","19.99","The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.","Casual Comfort","mens-shirts","8.65","{""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/4.png""}","1","4.62","KEVGVDTV","20","https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/thumbnail.png","Man Short Sleeve Shirt","2"
"87","27.99","The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.","Urban Chic","mens-shirts","14.21","{""https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/4.png""}","8","2.9","L902AU9L","69","https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/thumbnail.png","Men Check Shirt","1"
"88","149.99","The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.","Nike","mens-shoes","15.82","{""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/4.png""}","2","2.77","84YC5J67","15","https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/thumbnail.png","Nike Air Jordan 1 Red And Black","5"
"89","79.99","Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.","Nike","mens-shoes","11.4","{""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/4.png""}","3","4.01","81LRTRP5","14","https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/thumbnail.png","Nike Baseball Cleats","7"
"90","89.99","The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.","Puma","mens-shoes","3.64","{""https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/4.png""}","9","4.85","64ORN32I","10","https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/thumbnail.png","Puma Future Rider Trainers","8"
"91","119.99","The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.","Off White","mens-shoes","11.69","{""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/4.png""}","5","4.92","8SRWW2RM","73","https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/thumbnail.png","Sports Sneakers Off White & Red","3"
"92","109.99","Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.","Off White","mens-shoes","17.22","{""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/4.png""}","3","2.95","1SFJZOT2","75","https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/thumbnail.png","Sports Sneakers Off White Red","4"
"93","89.99","The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.","Fashion Timepieces","mens-watches","15.01","{""https://cdn.dummyjson.com/products/images/mens-watches/Brown%20Leather%20Belt%20Watch/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Brown%20Leather%20Belt%20Watch/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Brown%20Leather%20Belt%20Watch/3.png""}","10","4.47","WGZ21MSA","69","https://cdn.dummyjson.com/products/images/mens-watches/Brown%20Leather%20Belt%20Watch/thumbnail.png","Brown Leather Belt Watch","10"
"94","1499.99","The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.","Longines","mens-watches","0.64","{""https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/3.png""}","1","2.64","LA7B9XEV","65","https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/thumbnail.png","Longines Master Collection","2"
"95","8999.99","The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.","Rolex","mens-watches","14.28","{""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Date%20Black%20Dial/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Date%20Black%20Dial/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Date%20Black%20Dial/3.png""}","1","3.61","J3GPKQW0","84","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Date%20Black%20Dial/thumbnail.png","Rolex Cellini Date Black Dial","6"
"96","12999.99","The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.","Rolex","mens-watches","5.7","{""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Moonphase/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Moonphase/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Moonphase/3.png""}","1","4.52","LUZDIKKR","33","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Moonphase/thumbnail.png","Rolex Cellini Moonphase","5"
"97","10999.99","The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.","Rolex","mens-watches","9.69","{""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/3.png""}","1","4.94","86V20NWJ","11","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/thumbnail.png","Rolex Datejust","5"
"98","13999.99","The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.","Rolex","mens-watches","0.82","{""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Submariner%20Watch/1.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Submariner%20Watch/2.png"",""https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Submariner%20Watch/3.png""}","1","2.97","XFGRO0O5","35","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Submariner%20Watch/thumbnail.png","Rolex Submariner Watch","5"
"99","99.99","The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.","Amazon","mobile-accessories","16.3","{""https://cdn.dummyjson.com/products/images/mobile-accessories/Amazon%20Echo%20Plus/1.png"",""https://cdn.dummyjson.com/products/images/mobile-accessories/Amazon%20Echo%20Plus/2.png""}","1","3.52","YHLK4W9V","50","https://cdn.dummyjson.com/products/images/mobile-accessories/Amazon%20Echo%20Plus/thumbnail.png","Amazon Echo Plus","7"
"100","129.99","The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.","Apple","mobile-accessories","4.82","{""https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpods/1.png"",""https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpods/2.png"",""https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpods/3.png""}","3","4.38","H76W8TSP","93","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpods/thumbnail.png","Apple Airpods","3"
